ts_code,hold_ratio,top_10_d_r
002366.SZ,35.31,35.31
002367.SZ,57.36,57.36
002368.SZ,48.12000000000001,48.12000000000001
002369.SZ,27.000000000000004,27.000000000000004
002370.SZ,51.31,51.31
002371.SZ,69.28,69.28
002372.SZ,79.21,79.21
002373.SZ,48.85,48.85
002374.SZ,28.85,28.85
002375.SZ,61.6,61.6
002376.SZ,41.79,41.79
002377.SZ,56.99,56.99
002378.SZ,67.73,67.73
002379.SZ,37.63,37.63
002380.SZ,59.85999999999999,59.85999999999999
002381.SZ,48.17,48.17
002382.SZ,47.12,47.12
002383.SZ,49.87000000000001,49.87000000000001
002384.SZ,37.49,37.49
002385.SZ,30.87,30.87
002386.SZ,44.84,44.84
002387.SZ,70.22999999999999,70.22999999999999
002388.SZ,60.72,60.72
002389.SZ,54.48,54.48
002390.SZ,51.94,51.94
002391.SZ,48.51,48.51
002392.SZ,42.95,42.95
002393.SZ,57.24,57.24
002394.SZ,50.65000000000001,50.65000000000001
002395.SZ,76.39999999999998,76.39999999999998
002396.SZ,45.25,45.25
002397.SZ,64.78999999999999,64.78999999999999
002398.SZ,41.76,41.76
002399.SZ,84.13,84.13
002400.SZ,25.31,25.31
002401.SZ,54.2,54.2
002402.SZ,28.64,28.64
002403.SZ,64.94999999999999,64.94999999999999
002404.SZ,50.54,50.54
002405.SZ,32.97000000000001,32.97000000000001
002406.SZ,42.47,42.47
002407.SZ,23.66,23.66
002408.SZ,68.33,68.33
002409.SZ,61.94,61.94
002410.SZ,52.33000000000001,52.33000000000001
002411.SZ,66.08000000000001,66.08000000000001
002412.SZ,55.4,55.4
002413.SZ,22.05,22.05
002414.SZ,75.75,75.75
002415.SZ,56.47,56.47
002416.SZ,61.06,61.06
002417.SZ,31.58,31.58
002418.SZ,40.85,40.85
002419.SZ,76.9,76.9
002420.SZ,36.55,36.55
002421.SZ,35.74,35.74
002422.SZ,48.24,48.24
002423.SZ,93.63,93.63
002424.SZ,64.15,64.15
002425.SZ,36.15000000000001,36.15000000000001
002426.SZ,21.66,21.66
002427.SZ,70.6,70.6
002428.SZ,36.25,36.25
002429.SZ,67.36000000000001,67.36000000000001
002430.SZ,62.62,62.62
002431.SZ,41.81,41.81
002432.SZ,36.06,36.06
002433.SZ,38.9,38.9
002434.SZ,70.9,70.9
002435.SZ,74.56,74.56
002436.SZ,41.47,41.47
002437.SZ,47.94000000000001,47.94000000000001
002438.SZ,56.81,56.81
002439.SZ,53.79,53.79
002440.SZ,52.16,52.16
002441.SZ,58.61,58.61
002442.SZ,46.99,46.99
002443.SZ,31.17,31.17
002444.SZ,48.790000000000006,48.790000000000006
002445.SZ,54.19,54.19
002446.SZ,32.8,32.8
002447.SZ,23.44,23.44
002448.SZ,30.93,30.93
002449.SZ,26.67,26.67
002451.SZ,60.96,60.96
002452.SZ,40.28000000000001,40.28000000000001
002453.SZ,18.66,18.66
002454.SZ,53.63999999999999,53.63999999999999
002455.SZ,46.74999999999999,46.74999999999999
002456.SZ,35.790000000000006,35.790000000000006
002457.SZ,37.88,37.88
002458.SZ,51.11,51.11
002459.SZ,59.09,59.09
002460.SZ,53.66,53.66
002461.SZ,89.24000000000002,89.24000000000002
002462.SZ,47.3,47.3
002463.SZ,46.83000000000001,46.83000000000001
002464.SZ,36.47,36.47
002465.SZ,38.52,38.52
002466.SZ,36.89,36.89
002467.SZ,27.71,27.71
002468.SZ,69.61,69.61
002469.SZ,34.629999999999995,34.629999999999995
002470.SZ,57.42,57.42
002471.SZ,17.39,17.39
002472.SZ,43.68,43.68
002473.SZ,63.43,63.43
002474.SZ,32.40000000000001,32.40000000000001
002475.SZ,53.34,53.34
002476.SZ,25.37,25.37
002478.SZ,57.61000000000001,57.61000000000001
002479.SZ,34.05,34.05
002480.SZ,48.56,48.56
002481.SZ,60.19,60.19
002482.SZ,62.92,62.92
002483.SZ,64.72999999999999,64.72999999999999
002484.SZ,50.91,50.91
002485.SZ,78.23,78.23
002486.SZ,18.38,18.38
002487.SZ,57.93,57.93
002488.SZ,51.85,51.85
002489.SZ,58.26000000000001,58.26000000000001
002490.SZ,70.77,70.77
002491.SZ,49.06,49.06
002492.SZ,50.75,50.75
002493.SZ,67.50999999999999,67.50999999999999
002494.SZ,39.33,39.33
002495.SZ,45.37,45.37
002496.SZ,53.53,53.53
002497.SZ,31.34,31.34
002498.SZ,67.88,67.88
002499.SZ,51.05,51.05
002500.SZ,54.19,54.19
002501.SZ,37.6,37.6
002502.SZ,45.75,45.75
002503.SZ,49.25000000000001,49.25000000000001
002504.SZ,65.07000000000001,65.07000000000001
002505.SZ,67.16999999999999,67.16999999999999
002506.SZ,39.98,39.98
002507.SZ,56.72999999999999,56.72999999999999
002508.SZ,69.47,69.47
002510.SZ,25.169999999999995,25.169999999999995
002511.SZ,58.46,58.46
002512.SZ,54.78,54.78
002513.SZ,66.02,66.02
002514.SZ,53.12000000000001,53.12000000000001
002515.SZ,42.23,42.23
002516.SZ,57.6,57.6
002517.SZ,56.00000000000001,56.00000000000001
002518.SZ,74.02000000000002,74.02000000000002
002519.SZ,47.11000000000001,47.11000000000001
002520.SZ,68.66000000000001,68.66000000000001
002521.SZ,32.57,32.57
002522.SZ,39.95,39.95
002523.SZ,45.71999999999999,45.71999999999999
002524.SZ,37.84,37.84
002526.SZ,29.41,29.41
002527.SZ,48.07999999999999,48.07999999999999
002528.SZ,67.61,67.61
002529.SZ,46.39,46.39
002530.SZ,63.39,63.39
002531.SZ,62.93000000000001,62.93000000000001
002532.SZ,82.88000000000002,82.88000000000002
002533.SZ,51.06,51.06
002534.SZ,80.84,80.84
002535.SZ,43.69,43.69
002536.SZ,46.6,46.6
002537.SZ,62.0,62.0
002538.SZ,54.12,54.12
002539.SZ,61.75999999999999,61.75999999999999
002540.SZ,64.27,64.27
002541.SZ,57.56,57.56
002542.SZ,60.3,60.3
002543.SZ,78.83999999999997,78.83999999999997
002544.SZ,51.05,51.05
002545.SZ,76.32999999999998,76.32999999999998
002546.SZ,49.14999999999999,49.14999999999999
002547.SZ,43.73,43.73
002548.SZ,29.68,29.68
002549.SZ,71.92999999999998,71.92999999999998
002550.SZ,43.97,43.97
002551.SZ,43.24,43.24
002552.SZ,74.99999999999999,74.99999999999999
002553.SZ,54.20000000000001,54.20000000000001
002554.SZ,33.52,33.52
002555.SZ,59.1,59.1
002556.SZ,51.55,51.55
002557.SZ,62.32000000000001,62.32000000000001
002558.SZ,79.97000000000001,79.97000000000001
002559.SZ,28.15000000000001,28.15000000000001
002560.SZ,35.25,35.25
002561.SZ,52.4,52.4
002562.SZ,52.41,52.41
002563.SZ,76.52,76.52
002564.SZ,39.1,39.1
002565.SZ,43.83,43.83
002566.SZ,47.8,47.8
002567.SZ,40.22,40.22
002568.SZ,66.33000000000001,66.33000000000001
002569.SZ,50.01,50.01
002570.SZ,37.57,37.57
002571.SZ,58.05,58.05
002572.SZ,67.89,67.89
002573.SZ,55.86,55.86
002574.SZ,56.290000000000006,56.290000000000006
002575.SZ,41.48,41.48
002576.SZ,42.90000000000001,42.90000000000001
002577.SZ,63.05,63.05
002578.SZ,48.68,48.68
002579.SZ,41.73,41.73
002580.SZ,24.33,24.33
002581.SZ,47.51,47.51
002582.SZ,45.67,45.67
002583.SZ,58.45,58.45
002584.SZ,49.35,49.35
002585.SZ,49.36999999999999,49.36999999999999
002586.SZ,48.21,48.21
002587.SZ,50.6,50.6
002588.SZ,63.87000000000001,63.87000000000001
002589.SZ,48.82,48.82
002590.SZ,61.43,61.43
002591.SZ,51.96,51.96
002592.SZ,52.53,52.53
002593.SZ,60.74,60.74
002594.SZ,76.78,76.78
002595.SZ,67.33,67.33
002596.SZ,46.05,46.05
002597.SZ,58.03,58.03
002598.SZ,49.93,49.93
002599.SZ,56.44,56.44
002600.SZ,72.29,72.29
002601.SZ,39.63,39.63
002602.SZ,32.5518,32.5518
002603.SZ,61.69,61.69
002605.SZ,62.57,62.57
002606.SZ,39.7,39.7
002607.SZ,89.14,89.14
002608.SZ,92.84,92.84
002609.SZ,61.08000000000001,61.08000000000001
002610.SZ,25.4,25.4
002611.SZ,49.0,49.0
002612.SZ,68.36,68.36
002613.SZ,62.69000000000001,62.69000000000001
002614.SZ,58.56999999999999,58.56999999999999
002615.SZ,66.2,66.2
002616.SZ,72.85,72.85
002617.SZ,31.62,31.62
002618.SZ,26.21,26.21
002619.SZ,42.57999999999999,42.57999999999999
002620.SZ,52.93,52.93
002621.SZ,64.7,64.7
002622.SZ,35.75999999999999,35.75999999999999
002623.SZ,58.52,58.52
002624.SZ,55.05,55.05
002625.SZ,68.50999999999999,68.50999999999999
002626.SZ,55.67,55.67
002627.SZ,49.26,49.26
002628.SZ,34.28,34.28
002629.SZ,29.450000000000006,29.450000000000006
002630.SZ,29.55,29.55
002631.SZ,65.83,65.83
002632.SZ,60.78,60.78
002633.SZ,62.17,62.17
002634.SZ,53.12000000000001,53.12000000000001
002635.SZ,60.17,60.17
002636.SZ,71.44999999999997,71.44999999999997
002637.SZ,43.16,43.16
002638.SZ,54.23,54.23
002639.SZ,35.290000000000006,35.290000000000006
002640.SZ,45.05,45.05
002641.SZ,73.50999999999998,73.50999999999998
002642.SZ,38.15000000000001,38.15000000000001
002643.SZ,53.25,53.25
002644.SZ,64.13,64.13
002645.SZ,63.05,63.05
002646.SZ,60.27,60.27
002647.SZ,57.22,57.22
002648.SZ,66.7,66.7
002649.SZ,30.37,30.37
002650.SZ,45.41,45.41
002651.SZ,79.54,79.54
002652.SZ,69.8,69.8
002653.SZ,87.02,87.02
002654.SZ,50.46,50.46
002655.SZ,18.45,18.45
002656.SZ,32.72,32.72
002657.SZ,28.93,28.93
002658.SZ,70.77999999999999,70.77999999999999
002659.SZ,44.97000000000001,44.97000000000001
002660.SZ,41.52,41.52
002661.SZ,44.35,44.35
002662.SZ,52.6,52.6
002663.SZ,42.49,42.49
002664.SZ,59.45,59.45
002665.SZ,44.92,44.92
002666.SZ,58.71,58.71
002667.SZ,57.41,57.41
002668.SZ,35.35,35.35
002669.SZ,37.41,37.41
002670.SZ,75.97000000000001,75.97000000000001
002671.SZ,46.31,46.31
002672.SZ,60.83,60.83
002673.SZ,60.3,60.3
002674.SZ,74.08,74.08
002675.SZ,45.94,45.94
002676.SZ,59.83,59.83
002677.SZ,75.74,75.74
002678.SZ,86.47999999999998,86.47999999999998
002679.SZ,73.96,73.96
002681.SZ,58.89,58.89
002682.SZ,45.61,45.61
002683.SZ,27.26,27.26
002684.SZ,59.67,59.67
002685.SZ,43.36,43.36
002686.SZ,62.49,62.49
002687.SZ,46.23,46.23
002688.SZ,49.31,49.31
002689.SZ,62.35999999999999,62.35999999999999
002690.SZ,82.75,82.75
002691.SZ,75.57999999999998,75.57999999999998
002692.SZ,54.9315,54.9315
002693.SZ,55.14,55.14
002694.SZ,38.22,38.22
002695.SZ,69.99000000000001,69.99000000000001
002696.SZ,52.78,52.78
002697.SZ,68.82,68.82
002698.SZ,61.29,61.29
002699.SZ,59.06,59.06
002700.SZ,62.45,62.45
002701.SZ,37.45,37.45
002702.SZ,48.73000000000001,48.73000000000001
002703.SZ,76.62,76.62
002705.SZ,66.53,66.53
002706.SZ,47.25,47.25
002707.SZ,53.37,53.37
002708.SZ,61.93,61.93
002709.SZ,38.35,38.35
002712.SZ,45.61,45.61
002713.SZ,75.09,75.09
002714.SZ,65.52999999999999,65.52999999999999
002715.SZ,52.42,52.42
002716.SZ,36.69,36.69
002717.SZ,46.1,46.1
002718.SZ,78.01,78.01
002719.SZ,60.47000000000001,60.47000000000001
002721.SZ,40.11,40.11
002722.SZ,55.24,55.24
002723.SZ,67.95,67.95
002724.SZ,80.41999999999999,80.41999999999999
002725.SZ,58.35999999999999,58.35999999999999
002726.SZ,58.45,58.45
002727.SZ,63.17999999999999,63.17999999999999
002728.SZ,62.01000000000001,62.01000000000001
002729.SZ,72.45,72.45
002730.SZ,66.87,66.87
002731.SZ,57.0,57.0
002732.SZ,68.22,68.22
002733.SZ,49.75,49.75
002734.SZ,44.79,44.79
002735.SZ,58.27,58.27
002736.SZ,85.49000000000002,85.49000000000002
002737.SZ,63.39,63.39
002738.SZ,49.71,49.71
002739.SZ,47.48,47.48
002740.SZ,50.71,50.71
002741.SZ,64.71000000000001,64.71000000000001
002742.SZ,60.34,60.34
002743.SZ,52.74000000000001,52.74000000000001
002745.SZ,66.35,66.35
002746.SZ,59.1,59.1
002747.SZ,58.9,58.9
002748.SZ,71.2,71.2
002749.SZ,65.42,65.42
002750.SZ,68.91000000000001,68.91000000000001
002751.SZ,24.87,24.87
002752.SZ,75.72999999999998,75.72999999999998
002753.SZ,71.94999999999997,71.94999999999997
002755.SZ,84.53,84.53
002756.SZ,68.57999999999998,68.57999999999998
002757.SZ,66.25,66.25
002758.SZ,48.36,48.36
002759.SZ,55.10000000000001,55.10000000000001
002760.SZ,48.1,48.1
002761.SZ,89.00999999999998,89.00999999999998
002762.SZ,64.46000000000001,64.46000000000001
002763.SZ,68.83,68.83
002765.SZ,66.59,66.59
002766.SZ,60.24,60.24
002767.SZ,71.37,71.37
002768.SZ,63.79,63.79
002769.SZ,56.36,56.36
002770.SZ,56.65,56.65
002771.SZ,50.1,50.1
002772.SZ,48.88,48.88
002773.SZ,65.0406,65.0406
002774.SZ,74.25000000000001,74.25000000000001
002775.SZ,57.34,57.34
002776.SZ,54.02,54.02
002777.SZ,55.4,55.4
002778.SZ,53.71999999999999,53.71999999999999
002779.SZ,77.3,77.3
002780.SZ,31.17,31.17
002781.SZ,65.44,65.44
002782.SZ,70.45,70.45
002783.SZ,40.24,40.24
002785.SZ,31.41,31.41
002786.SZ,63.39,63.39
002787.SZ,57.62,57.62
002788.SZ,43.30000000000001,43.30000000000001
002789.SZ,56.53000000000001,56.53000000000001
002790.SZ,65.71000000000001,65.71000000000001
002791.SZ,72.38999999999999,72.38999999999999
002792.SZ,65.78000000000002,65.78000000000002
002793.SZ,74.07,74.07
002795.SZ,66.06,66.06
002796.SZ,40.51000000000001,40.51000000000001
002797.SZ,43.14,43.14
002798.SZ,61.02,61.02
002799.SZ,72.25,72.25
002800.SZ,54.57000000000001,54.57000000000001
002801.SZ,76.17,76.17
002802.SZ,68.06,68.06
002803.SZ,58.6,58.6
002805.SZ,48.08,48.08
002806.SZ,66.50999999999999,66.50999999999999
002807.SZ,33.16,33.16
002808.SZ,58.38,58.38
002809.SZ,59.3685,59.3685
002810.SZ,52.61,52.61
002811.SZ,82.81,82.81
002812.SZ,61.7,61.7
002813.SZ,71.31000000000002,71.31000000000002
002815.SZ,71.75999999999998,71.75999999999998
002816.SZ,46.3,46.3
002817.SZ,49.49,49.49
002818.SZ,83.53,83.53
002819.SZ,68.99,68.99
002820.SZ,61.13,61.13
002821.SZ,37.47,37.47
002822.SZ,45.67,45.67
002823.SZ,57.92,57.92
002824.SZ,69.32000000000001,69.32000000000001
002825.SZ,72.07999999999998,72.07999999999998
002826.SZ,33.95,33.95
002827.SZ,72.89,72.89
002828.SZ,36.87000000000001,36.87000000000001
002829.SZ,48.8,48.8
002830.SZ,74.13,74.13
002831.SZ,80.79,80.79
002832.SZ,46.47,46.47
002833.SZ,67.63,67.63
002835.SZ,72.83,72.83
002836.SZ,63.77,63.77
002837.SZ,50.63,50.63
002838.SZ,69.42,69.42
002839.SZ,38.66,38.66
002840.SZ,66.02000000000001,66.02000000000001
002841.SZ,61.88,61.88
002842.SZ,61.62,61.62
002843.SZ,65.47,65.47
002845.SZ,41.24,41.24
002846.SZ,69.9,69.9
002847.SZ,72.01,72.01
002848.SZ,46.57999999999999,46.57999999999999
002849.SZ,42.26000000000001,42.26000000000001
002850.SZ,67.77,67.77
002851.SZ,50.07000000000001,50.07000000000001
002852.SZ,67.43999999999998,67.43999999999998
002853.SZ,62.45,62.45
002855.SZ,67.98,67.98
002856.SZ,74.75000000000001,74.75000000000001
002857.SZ,66.36000000000001,66.36000000000001
002858.SZ,56.31,56.31
002859.SZ,65.2,65.2
002860.SZ,55.06,55.06
002861.SZ,62.91,62.91
002862.SZ,64.47,64.47
002863.SZ,64.81,64.81
002864.SZ,49.45,49.45
002865.SZ,71.52,71.52
002866.SZ,63.97,63.97
002867.SZ,76.78000000000002,76.78000000000002
002868.SZ,77.14999999999998,77.14999999999998
002869.SZ,30.35,30.35
002870.SZ,76.6,76.6
002871.SZ,66.65,66.65
002872.SZ,45.49,45.49
002873.SZ,61.50000000000001,61.50000000000001
002875.SZ,73.44999999999997,73.44999999999997
002876.SZ,50.290000000000006,50.290000000000006
002877.SZ,72.44000000000003,72.44000000000003
002878.SZ,70.65,70.65
002879.SZ,52.82,52.82
002880.SZ,78.45,78.45
002881.SZ,75.23,75.23
002882.SZ,80.46999999999998,80.46999999999998
002883.SZ,55.65000000000001,55.65000000000001
002884.SZ,60.68,60.68
002885.SZ,64.06,64.06
002886.SZ,48.2,48.2
002887.SZ,73.63000000000002,73.63000000000002
002888.SZ,72.32000000000002,72.32000000000002
002889.SZ,74.05000000000003,74.05000000000003
002890.SZ,64.53999999999999,64.53999999999999
002891.SZ,54.95,54.95
002892.SZ,69.46000000000002,69.46000000000002
002893.SZ,47.39,47.39
002895.SZ,63.78,63.78
002896.SZ,64.97,64.97
002897.SZ,64.26,64.26
002898.SZ,74.76,74.76
002899.SZ,58.41,58.41
002900.SZ,73.60000000000002,73.60000000000002
002901.SZ,91.9,91.9
002902.SZ,58.78,58.78
002903.SZ,57.6,57.6
002905.SZ,78.58,78.58
002906.SZ,80.85,80.85
002907.SZ,86.91,86.91
002908.SZ,53.67,53.67
002909.SZ,64.99,64.99
002910.SZ,62.89000000000001,62.89000000000001
002911.SZ,90.95,90.95
002912.SZ,53.09,53.09
002913.SZ,77.8,77.8
002915.SZ,66.85,66.85
002916.SZ,72.26999999999998,72.26999999999998
002917.SZ,71.38,71.38
002918.SZ,74.75999999999998,74.75999999999998
002919.SZ,73.03,73.03
002920.SZ,84.42,84.42
002921.SZ,59.69000000000001,59.69000000000001
002922.SZ,34.45,34.45
002923.SZ,68.25,68.25
002925.SZ,66.02,66.02
002926.SZ,61.24,61.24
002927.SZ,70.41000000000003,70.41000000000003
002928.SZ,67.35000000000001,67.35000000000001
002929.SZ,69.88,69.88
002930.SZ,67.22,67.22
002931.SZ,74.28000000000002,74.28000000000002
002932.SZ,56.92,56.92
002933.SZ,53.46,53.46
002935.SZ,53.9,53.9
002936.SZ,62.78999999999999,62.78999999999999
002937.SZ,71.88,71.88
002938.SZ,83.03999999999998,83.03999999999998
002939.SZ,79.17,79.17
002940.SZ,59.16,59.16
002941.SZ,73.77999999999999,73.77999999999999
002942.SZ,75.84,75.84
002943.SZ,58.62000000000001,58.62000000000001
002945.SZ,90.55,90.55
002946.SZ,88.92999999999998,88.92999999999998
002947.SZ,62.25000000000001,62.25000000000001
002948.SZ,77.86999999999998,77.86999999999998
002949.SZ,71.01,71.01
002950.SZ,75.5,75.5
002951.SZ,85.45000000000002,85.45000000000002
002952.SZ,73.58,73.58
002953.SZ,72.89999999999998,72.89999999999998
002955.SZ,72.17,72.17
002956.SZ,57.37000000000001,57.37000000000001
002957.SZ,86.57000000000002,86.57000000000002
002958.SZ,23.4,23.4
002959.SZ,78.31,78.31
002960.SZ,59.03,59.03
002961.SZ,91.22,91.22
002962.SZ,68.24999999999999,68.24999999999999
002963.SZ,69.72,69.72
002965.SZ,75.69000000000003,75.69000000000003
002966.SZ,39.05,39.05
002967.SZ,71.7,71.7
002968.SZ,68.89,68.89
002969.SZ,88.02000000000002,88.02000000000002
002970.SZ,75.67,75.67
002971.SZ,70.71000000000002,70.71000000000002
002972.SZ,71.42,71.42
002973.SZ,89.17,89.17
002975.SZ,75.0,75.0
002976.SZ,75.13,75.13
002977.SZ,78.07999999999998,78.07999999999998
002978.SZ,90.22,90.22
002979.SZ,65.50999999999999,65.50999999999999
002980.SZ,75.52,75.52
002981.SZ,75.51,75.51
002982.SZ,66.87,66.87
002983.SZ,74.62,74.62
002984.SZ,74.40000000000002,74.40000000000002
002985.SZ,64.99,64.99
002986.SZ,61.00000000000001,61.00000000000001
002987.SZ,74.83,74.83
002988.SZ,74.99000000000002,74.99000000000002
002989.SZ,80.22999999999998,80.22999999999998
002990.SZ,76.42,76.42
002991.SZ,78.83,78.83
002992.SZ,66.92999999999999,66.92999999999999
002993.SZ,76.67,76.67
002995.SZ,72.57,72.57
002996.SZ,77.6,77.6
002997.SZ,75.0,75.0
002998.SZ,73.32,73.32
002999.SZ,55.3,55.3
003000.SZ,88.39999999999998,88.39999999999998
003001.SZ,70.94,70.94
003002.SZ,73.16,73.16
003003.SZ,58.86,58.86
003005.SZ,76.7,76.7
003006.SZ,95.53,95.53
003007.SZ,74.65,74.65
003008.SZ,60.90999999999999,60.90999999999999
003009.SZ,75.08,75.08
003010.SZ,67.71000000000001,67.71000000000001
003011.SZ,60.08,60.08
003012.SZ,83.65,83.65
003013.SZ,90.02,90.02
003015.SZ,49.6963,49.6963
003016.SZ,75.0701,75.0701
003017.SZ,30.4,30.4
003018.SZ,74.81999999999998,74.81999999999998
003816.SZ,91.94,91.94
300001.SZ,52.82,52.82
300002.SZ,31.07,31.07
300003.SZ,38.9,38.9
300004.SZ,48.88,48.88
300005.SZ,38.24,38.24
300006.SZ,41.59,41.59
300007.SZ,28.75,28.75
300008.SZ,37.06999999999999,37.06999999999999
300009.SZ,42.07,42.07
300010.SZ,34.14,34.14
300011.SZ,49.16,49.16
300012.SZ,53.6,53.6
300013.SZ,34.08,34.08
300014.SZ,32.16,32.16
300015.SZ,69.6,69.6
300016.SZ,39.16,39.16
300017.SZ,29.399999999999995,29.399999999999995
300018.SZ,33.260000000000005,33.260000000000005
300019.SZ,63.31,63.31
300020.SZ,34.25000000000001,34.25000000000001
300021.SZ,50.21,50.21
300022.SZ,27.780000000000005,27.780000000000005
300023.SZ,68.95,68.95
300024.SZ,40.0,40.0
300025.SZ,29.34,29.34
300026.SZ,43.39,43.39
300027.SZ,44.94,44.94
300029.SZ,40.22,40.22
300030.SZ,41.91,41.91
300031.SZ,41.39000000000001,41.39000000000001
300032.SZ,48.23,48.23
300033.SZ,75.48,75.48
300034.SZ,53.37,53.37
300035.SZ,37.76,37.76
300036.SZ,31.88,31.88
300037.SZ,45.39,45.39
300038.SZ,24.4,24.4
300039.SZ,46.62,46.62
300040.SZ,41.43,41.43
300041.SZ,38.61,38.61
300042.SZ,42.71,42.71
300043.SZ,51.87,51.87
300044.SZ,12.52,12.52
300045.SZ,40.84,40.84
300046.SZ,37.23,37.23
300047.SZ,31.17,31.17
300048.SZ,32.66,32.66
300049.SZ,37.34,37.34
300050.SZ,38.65000000000001,38.65000000000001
300051.SZ,36.62,36.62
300052.SZ,22.96,22.96
300053.SZ,37.94000000000001,37.94000000000001
300054.SZ,47.290000000000006,47.290000000000006
300055.SZ,43.78999999999999,43.78999999999999
300056.SZ,48.73,48.73
300057.SZ,50.18,50.18
300058.SZ,35.75,35.75
300059.SZ,34.56,34.56
300061.SZ,68.72,68.72
300062.SZ,58.05,58.05
300063.SZ,45.49,45.49
300064.SZ,61.69,61.69
300065.SZ,25.19,25.19
300066.SZ,50.20000000000001,50.20000000000001
300067.SZ,46.98999999999999,46.98999999999999
300068.SZ,44.24,44.24
300069.SZ,56.59,56.59
300070.SZ,51.88,51.88
300071.SZ,32.4738,32.4738
300072.SZ,55.47,55.47
300073.SZ,34.53,34.53
300074.SZ,22.5,22.5
300075.SZ,36.29,36.29
300076.SZ,48.74,48.74
300077.SZ,8.860000000000003,8.860000000000003
300078.SZ,36.85,36.85
300079.SZ,19.11,19.11
300080.SZ,79.67,79.67
300081.SZ,48.01000000000001,48.01000000000001
300082.SZ,63.57,63.57
300083.SZ,17.044,17.044
300084.SZ,27.12,27.12
300085.SZ,57.66,57.66
300086.SZ,48.66,48.66
300087.SZ,66.36,66.36
300088.SZ,25.32,25.32
300089.SZ,55.26,55.26
300091.SZ,43.81,43.81
300092.SZ,53.46,53.46
300093.SZ,32.43,32.43
300094.SZ,58.29,58.29
300095.SZ,50.38999999999999,50.38999999999999
300096.SZ,37.39,37.39
300097.SZ,45.06,45.06
300098.SZ,37.49,37.49
300099.SZ,53.23,53.23
300100.SZ,60.56,60.56
300101.SZ,37.17,37.17
300102.SZ,14.98,14.98
300103.SZ,55.73,55.73
300105.SZ,48.64000000000001,48.64000000000001
300106.SZ,43.40000000000001,43.40000000000001
300107.SZ,54.32,54.32
300108.SZ,53.76000000000001,53.76000000000001
300109.SZ,33.989999999999995,33.989999999999995
300110.SZ,51.67,51.67
300111.SZ,18.15,18.15
300112.SZ,47.60999999999999,47.60999999999999
300113.SZ,54.0,54.0
300114.SZ,61.31000000000001,61.31000000000001
300115.SZ,55.68,55.68
300116.SZ,45.1,45.1
300117.SZ,59.09,59.09
300118.SZ,45.07000000000001,45.07000000000001
300119.SZ,48.97,48.97
300120.SZ,26.8407,26.8407
300121.SZ,58.57,58.57
300122.SZ,68.84,68.84
300123.SZ,32.1,32.1
300124.SZ,49.89,49.89
300125.SZ,35.61000000000001,35.61000000000001
300126.SZ,54.71,54.71
300127.SZ,72.45,72.45
300128.SZ,25.590000000000003,25.590000000000003
300129.SZ,33.45,33.45
300130.SZ,51.21,51.21
300131.SZ,33.260000000000005,33.260000000000005
300132.SZ,39.16,39.16
300133.SZ,60.03,60.03
300134.SZ,63.06,63.06
300135.SZ,40.37,40.37
300136.SZ,37.88,37.88
300137.SZ,24.33,24.33
300138.SZ,42.17,42.17
300139.SZ,23.53,23.53
300140.SZ,57.46999999999999,57.46999999999999
300141.SZ,59.73,59.73
300142.SZ,28.58,28.58
300143.SZ,55.6,55.6
300144.SZ,58.1,58.1
300145.SZ,41.09,41.09
300146.SZ,60.92999999999999,60.92999999999999
300147.SZ,32.06,32.06
300148.SZ,33.79,33.79
300149.SZ,62.63999999999999,62.63999999999999
300150.SZ,48.040000000000006,48.040000000000006
300151.SZ,59.74,59.74
300152.SZ,34.15,34.15
300153.SZ,55.86,55.86
300154.SZ,68.28,68.28
300155.SZ,65.15,65.15
300157.SZ,25.35,25.35
300158.SZ,50.91,50.91
300159.SZ,34.39,34.39
300160.SZ,48.15,48.15
300161.SZ,45.95,45.95
300162.SZ,54.87,54.87
300163.SZ,36.7,36.7
300164.SZ,42.47000000000001,42.47000000000001
300165.SZ,37.87,37.87
300166.SZ,38.22,38.22
300167.SZ,41.62000000000001,41.62000000000001
300168.SZ,50.29,50.29
300169.SZ,37.73,37.73
300170.SZ,25.74,25.74
300171.SZ,64.72999999999999,64.72999999999999
300172.SZ,46.33,46.33
300173.SZ,57.84,57.84
300174.SZ,38.73,38.73
300175.SZ,34.96,34.96
300176.SZ,43.53999999999999,43.53999999999999
300177.SZ,39.40000000000001,39.40000000000001
300178.SZ,28.79,28.79
300179.SZ,45.81999999999999,45.81999999999999
300180.SZ,21.33,21.33
300181.SZ,40.49,40.49
300182.SZ,32.88,32.88
300183.SZ,60.78999999999999,60.78999999999999
300184.SZ,40.22000000000001,40.22000000000001
300185.SZ,12.74,12.74
300187.SZ,68.68,68.68
300188.SZ,53.23,53.23
300189.SZ,43.02,43.02
300190.SZ,56.78,56.78
300191.SZ,62.58,62.58
300192.SZ,53.07,53.07
300193.SZ,48.74,48.74
300194.SZ,39.15,39.15
300195.SZ,38.92,38.92
300196.SZ,60.89999999999999,60.89999999999999
300197.SZ,54.88,54.88
300198.SZ,51.99,51.99
300199.SZ,61.07,61.07
300200.SZ,48.01,48.01
300201.SZ,39.88,39.88
300202.SZ,46.05,46.05
300203.SZ,45.790000000000006,45.790000000000006
300204.SZ,63.6,63.6
300205.SZ,51.01,51.01
300206.SZ,58.22000000000001,58.22000000000001
300207.SZ,46.28000000000001,46.28000000000001
