ts_code,hold_ratio,top_10_d_r
600190.SH,68.92999999999999,68.92999999999999
600191.SH,55.80999999999999,55.80999999999999
600192.SH,44.28,44.28
600193.SH,41.29,41.29
600195.SH,58.43,58.43
600196.SH,66.04,66.04
600197.SH,53.03,53.03
600198.SH,40.01,40.01
600199.SH,47.14,47.14
600200.SH,24.44,24.44
600201.SH,40.29,40.29
600202.SH,42.07,42.07
600203.SH,39.52,39.52
600206.SH,40.95,40.95
600207.SH,70.08,70.08
600208.SH,66.75,66.75
600209.SH,20.0,20.0
600210.SH,34.65,34.65
600211.SH,63.81,63.81
600212.SH,21.78,21.78
600213.SH,54.71,54.71
600215.SH,44.52,44.52
600216.SH,47.65000000000001,47.65000000000001
600217.SH,57.52,57.52
600218.SH,37.75000000000001,37.75000000000001
600219.SH,58.43,58.43
600220.SH,33.03,33.03
600221.SH,48.84000000000001,48.84000000000001
600222.SH,41.96,41.96
600223.SH,63.38,63.38
600225.SH,54.53,54.53
600226.SH,49.71,49.71
600227.SH,47.55,47.55
600228.SH,30.82,30.82
600229.SH,62.83000000000001,62.83000000000001
600230.SH,51.67,51.67
600231.SH,76.36000000000001,76.36000000000001
600232.SH,53.77,53.77
600233.SH,72.84,72.84
600234.SH,48.52,48.52
600235.SH,40.16,40.16
600236.SH,94.06,94.06
600237.SH,16.76,16.76
600238.SH,53.1,53.1
600239.SH,46.40999999999999,46.40999999999999
600241.SH,64.41,64.41
600242.SH,49.71,49.71
600243.SH,58.54,58.54
600246.SH,72.75000000000001,72.75000000000001
600247.SH,16.75,16.75
600248.SH,60.38,60.38
600249.SH,44.14,44.14
600250.SH,58.41,58.41
600251.SH,54.98,54.98
600252.SH,27.52,27.52
600255.SH,18.1,18.1
600256.SH,60.91,60.91
600257.SH,29.57,29.57
600258.SH,62.96,62.96
600259.SH,55.99999999999999,55.99999999999999
600260.SH,25.65,25.65
600261.SH,58.01,58.01
600262.SH,65.27,65.27
600265.SH,75.45,75.45
600266.SH,52.92,52.92
600267.SH,47.35,47.35
600268.SH,56.28999999999999,56.28999999999999
600269.SH,56.44,56.44
600271.SH,55.39,55.39
600272.SH,32.9,32.9
600273.SH,52.19,52.19
600275.SH,30.06,30.06
600276.SH,68.47999999999999,68.47999999999999
600277.SH,62.53999999999999,62.53999999999999
600278.SH,79.28000000000002,79.28000000000002
600279.SH,68.83,68.83
600280.SH,60.11,60.11
600281.SH,48.98,48.98
600282.SH,66.44000000000001,66.44000000000001
600283.SH,71.66999999999999,71.66999999999999
600284.SH,43.85,43.85
600285.SH,39.19,39.19
600287.SH,54.01,54.01
600288.SH,45.54,45.54
600289.SH,40.73,40.73
600290.SH,42.35,42.35
600291.SH,56.67,56.67
600292.SH,57.69,57.69
600293.SH,58.16,58.16
600295.SH,64.74,64.74
600297.SH,69.17,69.17
600298.SH,62.06999999999999,62.06999999999999
600299.SH,90.88,90.88
600300.SH,45.84999999999999,45.84999999999999
600301.SH,43.09,43.09
600302.SH,51.38850000000001,51.38850000000001
600303.SH,32.92,32.92
600305.SH,55.06,55.06
600306.SH,31.2,31.2
600307.SH,56.67,56.67
600308.SH,39.86,39.86
600309.SH,64.52999999999999,64.52999999999999
600310.SH,55.28000000000001,55.28000000000001
600311.SH,27.1,27.1
600312.SH,53.79,53.79
600313.SH,49.59,49.59
600315.SH,66.28999999999999,66.28999999999999
600316.SH,56.12000000000001,56.12000000000001
600317.SH,83.13999999999997,83.13999999999997
600318.SH,35.65,35.65
600319.SH,41.08,41.08
600320.SH,53.28900000000001,53.28900000000001
600321.SH,52.25,52.25
600322.SH,36.43000000000001,36.43000000000001
600323.SH,58.5,58.5
600325.SH,40.45,40.45
600326.SH,35.55,35.55
600327.SH,50.47,50.47
600328.SH,64.75999999999999,64.75999999999999
600329.SH,59.097,59.097
600330.SH,29.92,29.92
600331.SH,53.29,53.29
600332.SH,73.92999999999998,73.92999999999998
600333.SH,62.07,62.07
600335.SH,80.78999999999998,80.78999999999998
600336.SH,46.3,46.3
600337.SH,58.02,58.02
600338.SH,57.54,57.54
600339.SH,80.24,80.24
600340.SH,68.8,68.8
600343.SH,45.87,45.87
600345.SH,49.2,49.2
600346.SH,80.3,80.3
600348.SH,63.2,63.2
600350.SH,91.53,91.53
600351.SH,35.36000000000001,35.36000000000001
600352.SH,36.27,36.27
600353.SH,48.31,48.31
600354.SH,35.42,35.42
600355.SH,26.03,26.03
600356.SH,44.18,44.18
600358.SH,48.41,48.41
600359.SH,43.25999999999999,43.25999999999999
600360.SH,27.640000000000004,27.640000000000004
600361.SH,58.88,58.88
600362.SH,80.25000000000001,80.25000000000001
600363.SH,32.94,32.94
600365.SH,30.38,30.38
600366.SH,41.21999999999999,41.21999999999999
600367.SH,40.83000000000001,40.83000000000001
600368.SH,52.89,52.89
600369.SH,63.35999999999999,63.35999999999999
600370.SH,90.96,90.96
600371.SH,50.99,50.99
600372.SH,72.46000000000002,72.46000000000002
600373.SH,74.07,74.07
600375.SH,34.73,34.73
600376.SH,73.02999999999999,73.02999999999999
600377.SH,82.33,82.33
600378.SH,85.64999999999998,85.64999999999998
600379.SH,54.13999999999999,54.13999999999999
600380.SH,60.3,60.3
600381.SH,56.2,56.2
600382.SH,49.97,49.97
600383.SH,65.19,65.19
600385.SH,53.09,53.09
600386.SH,58.25,58.25
600387.SH,44.83,44.83
600388.SH,43.16,43.16
600389.SH,66.08,66.08
600390.SH,76.82,76.82
600391.SH,41.26000000000001,41.26000000000001
600392.SH,44.86999999999999,44.86999999999999
600393.SH,66.33,66.33
600395.SH,75.05000000000003,75.05000000000003
600396.SH,63.49,63.49
600397.SH,43.47000000000001,43.47000000000001
600398.SH,86.77000000000002,86.77000000000002
600399.SH,49.64,49.64
600400.SH,77.22999999999998,77.22999999999998
600403.SH,91.39,91.39
600405.SH,20.4,20.4
600406.SH,77.94,77.94
600408.SH,37.79,37.79
600409.SH,54.88000000000001,54.88000000000001
600410.SH,16.4,16.4
600415.SH,68.73000000000002,68.73000000000002
600416.SH,48.55,48.55
600418.SH,43.77,43.77
600419.SH,46.73,46.73
600420.SH,69.64,69.64
600421.SH,60.02,60.02
600422.SH,45.91,45.91
600423.SH,49.25,49.25
600425.SH,38.26000000000001,38.26000000000001
600426.SH,50.71,50.71
600428.SH,66.14999999999999,66.14999999999999
600429.SH,81.07000000000002,81.07000000000002
600433.SH,39.76,39.76
600435.SH,46.93000000000001,46.93000000000001
600436.SH,69.94,69.94
600438.SH,60.28,60.28
600439.SH,43.44000000000001,43.44000000000001
600444.SH,60.38,60.38
600446.SH,46.56000000000001,46.56000000000001
600448.SH,32.739999999999995,32.739999999999995
600449.SH,51.99,51.99
600452.SH,59.78,59.78
600455.SH,34.3,34.3
600456.SH,61.62,61.62
600458.SH,53.17,53.17
600459.SH,47.44,47.44
600460.SH,51.04,51.04
600461.SH,62.9079,62.9079
600462.SH,28.729999999999997,28.729999999999997
600463.SH,68.47,68.47
600466.SH,67.23,67.23
600467.SH,43.46,43.46
600468.SH,65.51,65.51
600469.SH,57.37,57.37
600470.SH,36.82,36.82
600475.SH,76.33,76.33
600476.SH,46.3,46.3
600477.SH,50.02,50.02
600478.SH,42.11,42.11
600479.SH,38.78,38.78
600480.SH,54.94,54.94
600481.SH,57.71,57.71
600482.SH,74.93,74.93
600483.SH,86.59,86.59
600486.SH,55.17999999999999,55.17999999999999
600487.SH,39.85,39.85
600488.SH,58.34,58.34
600489.SH,66.03,66.03
600490.SH,48.45,48.45
600491.SH,59.88000000000001,59.88000000000001
600493.SH,41.96000000000001,41.96000000000001
600495.SH,33.18,33.18
600496.SH,35.67,35.67
600497.SH,59.3,59.3
600498.SH,50.92,50.92
600499.SH,41.58,41.58
600500.SH,61.1,61.1
600501.SH,51.7,51.7
600502.SH,50.77,50.77
600503.SH,16.06,16.06
600505.SH,59.1,59.1
600506.SH,28.99,28.99
600507.SH,57.11000000000001,57.11000000000001
600508.SH,65.4,65.4
600509.SH,54.85,54.85
600510.SH,73.85999999999999,73.85999999999999
600511.SH,63.89,63.89
600512.SH,21.43,21.43
600513.SH,40.1,40.1
600515.SH,76.67,76.67
600516.SH,44.76,44.76
600517.SH,86.67,86.67
600518.SH,54.97,54.97
600519.SH,73.72000000000001,73.72000000000001
600520.SH,32.63999999999999,32.63999999999999
600521.SH,42.34,42.34
600522.SH,40.16,40.16
600523.SH,57.42,57.42
600525.SH,42.96,42.96
600526.SH,47.45,47.45
600527.SH,36.48,36.48
600528.SH,67.83,67.83
600529.SH,34.48,34.48
600530.SH,58.5,58.5
600531.SH,42.59,42.59
600532.SH,56.5,56.5
600533.SH,49.15,49.15
600535.SH,54.78,54.78
600536.SH,50.98,50.98
600537.SH,39.08,39.08
600538.SH,52.56,52.56
600539.SH,65.22999999999999,65.22999999999999
600540.SH,48.33000000000001,48.33000000000001
600543.SH,45.22,45.22
600545.SH,65.96,65.96
600546.SH,71.36999999999998,71.36999999999998
600547.SH,70.72,70.72
600548.SH,91.4,91.4
600549.SH,60.26,60.26
600550.SH,66.92,66.92
600551.SH,74.43999999999998,74.43999999999998
600552.SH,34.54,34.54
600555.SH,41.84,41.84
600556.SH,67.55000000000001,67.55000000000001
600557.SH,52.33999999999999,52.33999999999999
600558.SH,38.0,38.0
600559.SH,41.71,41.71
600560.SH,48.81,48.81
600561.SH,47.78,47.78
600562.SH,72.78999999999998,72.78999999999998
600563.SH,67.55999999999999,67.55999999999999
600565.SH,51.21,51.21
600566.SH,63.45,63.45
600567.SH,43.88,43.88
600568.SH,42.751000000000005,42.751000000000005
600569.SH,69.24000000000001,69.24000000000001
600570.SH,38.37000000000001,38.37000000000001
600571.SH,32.78,32.78
600572.SH,42.06,42.06
600573.SH,55.01000000000001,55.01000000000001
600575.SH,67.57000000000001,67.57000000000001
600576.SH,55.81999999999999,55.81999999999999
600577.SH,37.48,37.48
600578.SH,88.75000000000001,88.75000000000001
600579.SH,75.99000000000002,75.99000000000002
600580.SH,42.65,42.65
600581.SH,52.94,52.94
600582.SH,70.52000000000002,70.52000000000002
600583.SH,69.74999999999999,69.74999999999999
600584.SH,32.28,32.28
600585.SH,76.19999999999997,76.19999999999997
600586.SH,37.71,37.71
600587.SH,55.740000000000016,55.740000000000016
600588.SH,62.6084,62.6084
600589.SH,47.41,47.41
600590.SH,46.37,46.37
600592.SH,52.83000000000001,52.83000000000001
600593.SH,62.91,62.91
600594.SH,35.6,35.6
600595.SH,60.86,60.86
600596.SH,32.21,32.21
600597.SH,61.8,61.8
600598.SH,69.89,69.89
600599.SH,58.74,58.74
600600.SH,85.04,85.04
600601.SH,21.25,21.25
600602.SH,39.6,39.6
600603.SH,74.35,74.35
600604.SH,48.05,48.05
600605.SH,60.36,60.36
600606.SH,84.17,84.17
600608.SH,31.16,31.16
600609.SH,42.76000000000001,42.76000000000001
600610.SH,40.06,40.06
600611.SH,37.14,37.14
600612.SH,54.0,54.0
600613.SH,57.44000000000001,57.44000000000001
600615.SH,48.06,48.06
600616.SH,47.99,47.99
600617.SH,67.19,67.19
600618.SH,50.07000000000001,50.07000000000001
600619.SH,53.21,53.21
600620.SH,62.36,62.36
600621.SH,63.77,63.77
600622.SH,54.38,54.38
600623.SH,70.0,70.0
600624.SH,41.19,41.19
600626.SH,40.62,40.62
600628.SH,63.38,63.38
600629.SH,72.07000000000002,72.07000000000002
600630.SH,35.31999999999999,35.31999999999999
600633.SH,61.03,61.03
600634.SH,41.8,41.8
600635.SH,42.23,42.23
600636.SH,50.34,50.34
600637.SH,45.9754,45.9754
600638.SH,65.41000000000001,65.41000000000001
600639.SH,61.14,61.14
600640.SH,73.78999999999998,73.78999999999998
600641.SH,57.96000000000001,57.96000000000001
600642.SH,62.61,62.61
600643.SH,56.1,56.1
600644.SH,66.02,66.02
600645.SH,40.67,40.67
600647.SH,56.17,56.17
600648.SH,62.21000000000001,62.21000000000001
600649.SH,65.63000000000001,65.63000000000001
600650.SH,42.16,42.16
600651.SH,74.69,74.69
600652.SH,42.49,42.49
600653.SH,29.84,29.84
600654.SH,48.76999999999999,48.76999999999999
600655.SH,69.55,69.55
600657.SH,81.04,81.04
600658.SH,67.08999999999999,67.08999999999999
600660.SH,52.35,52.35
600661.SH,62.01000000000001,62.01000000000001
600662.SH,51.42,51.42
600663.SH,65.84,65.84
600664.SH,57.82,57.82
600665.SH,66.32,66.32
600666.SH,47.71,47.71
600667.SH,52.78,52.78
600668.SH,22.77,22.77
600671.SH,61.35000000000001,61.35000000000001
600673.SH,61.76,61.76
600674.SH,81.17000000000002,81.17000000000002
600675.SH,84.92,84.92
600676.SH,55.89000000000001,55.89000000000001
600678.SH,29.45,29.45
600679.SH,43.39,43.39
600681.SH,74.67999999999998,74.67999999999998
600682.SH,63.43,63.43
600683.SH,66.11999999999999,66.11999999999999
600684.SH,42.76000000000001,42.76000000000001
600685.SH,80.72999999999998,80.72999999999998
600686.SH,66.22,66.22
600687.SH,67.02,67.02
600688.SH,90.53,90.53
600689.SH,38.27,38.27
600690.SH,56.83000000000001,56.83000000000001
600691.SH,53.27,53.27
600692.SH,39.95,39.95
600693.SH,66.21000000000001,66.21000000000001
600694.SH,61.49,61.49
600695.SH,33.56000000000001,33.56000000000001
600696.SH,63.02,63.02
600697.SH,45.35,45.35
600698.SH,39.55,39.55
600699.SH,34.85,34.85
600702.SH,44.67,44.67
600703.SH,47.398999999999994,47.398999999999994
600704.SH,64.42,64.42
600705.SH,57.06,57.06
600706.SH,61.57,61.57
600707.SH,83.52000000000002,83.52000000000002
600708.SH,60.72,60.72
600710.SH,61.65,61.65
600711.SH,38.8,38.8
600712.SH,42.7,42.7
600713.SH,50.03,50.03
600714.SH,67.11999999999999,67.11999999999999
600715.SH,62.83000000000001,62.83000000000001
600716.SH,58.04,58.04
600717.SH,61.13000000000001,61.13000000000001
600718.SH,40.7323,40.7323
600719.SH,42.61,42.61
600720.SH,41.34,41.34
600721.SH,50.88,50.88
600722.SH,56.03999999999999,56.03999999999999
600723.SH,60.96,60.96
600724.SH,80.17,80.17
600725.SH,47.09,47.09
600726.SH,47.79,47.79
600727.SH,49.77,49.77
600728.SH,34.09,34.09
600729.SH,67.06,67.06
600730.SH,25.26,25.26
600731.SH,23.5,23.5
600732.SH,74.02,74.02
600733.SH,64.25,64.25
600734.SH,55.42,55.42
600735.SH,55.52,55.52
600736.SH,51.09,51.09
600737.SH,63.26,63.26
600738.SH,65.07000000000001,65.07000000000001
600739.SH,44.15,44.15
600740.SH,72.82000000000002,72.82000000000002
600741.SH,72.46000000000002,72.46000000000002
600742.SH,49.82,49.82
600743.SH,67.63000000000001,67.63000000000001
600744.SH,69.61,69.61
600745.SH,41.86,41.86
600746.SH,88.35999999999999,88.35999999999999
600748.SH,69.55999999999999,69.55999999999999
600749.SH,67.63,67.63
600750.SH,49.56000000000001,49.56000000000001
600751.SH,48.3,48.3
600753.SH,55.23,55.23
600754.SH,63.72,63.72
600755.SH,42.81,42.81
600756.SH,25.76,25.76
600757.SH,62.43,62.43
600758.SH,63.39,63.39
600759.SH,49.75,49.75
600760.SH,80.78000000000002,80.78000000000002
600761.SH,56.62,56.62
600763.SH,52.23,52.23
600764.SH,81.17,81.17
600765.SH,52.64,52.64
600766.SH,37.85,37.85
600767.SH,32.620000000000005,32.620000000000005
600768.SH,48.09,48.09
600769.SH,32.66,32.66
600770.SH,48.55,48.55
600771.SH,21.08,21.08
600773.SH,55.4,55.4
600774.SH,80.17,80.17
600775.SH,64.6,64.6
600776.SH,48.1,48.1
600777.SH,40.64999999999999,40.64999999999999
600778.SH,40.90999999999999,40.90999999999999
600779.SH,78.89,78.89
600780.SH,71.12,71.12
600781.SH,67.3,67.3
600782.SH,66.21000000000001,66.21000000000001
600783.SH,71.10999999999999,71.10999999999999
600784.SH,35.98999999999999,35.98999999999999
600785.SH,83.36000000000001,83.36000000000001
600787.SH,69.52999999999999,69.52999999999999
600789.SH,28.55,28.55
600790.SH,47.66,47.66
600791.SH,49.92999999999999,49.92999999999999
600792.SH,73.07,73.07
600793.SH,66.32,66.32
600794.SH,38.38,38.38
600795.SH,64.78999999999999,64.78999999999999
600796.SH,37.92,37.92
600797.SH,26.79,26.79
600798.SH,53.73,53.73
600800.SH,58.44000000000001,58.44000000000001
600801.SH,68.60000000000001,68.60000000000001
600802.SH,34.540000000000006,34.540000000000006
600803.SH,86.06,86.06
600804.SH,27.61,27.61
600805.SH,53.48,53.48
600807.SH,41.08000000000001,41.08000000000001
600808.SH,74.567,74.567
600809.SH,76.9,76.9
600810.SH,67.47000000000001,67.47000000000001
600811.SH,46.4,46.4
600812.SH,52.66,52.66
600814.SH,70.99000000000002,70.99000000000002
600815.SH,69.83999999999999,69.83999999999999
600816.SH,68.07,68.07
600817.SH,75.84,75.84
600818.SH,47.89,47.89
600819.SH,59.26999999999999,59.26999999999999
600820.SH,54.19000000000001,54.19000000000001
600821.SH,50.83,50.83
600822.SH,51.290000000000006,51.290000000000006
600823.SH,82.1,82.1
600824.SH,43.21999999999999,43.21999999999999
600825.SH,58.66,58.66
600826.SH,62.68000000000001,62.68000000000001
600827.SH,56.96,56.96
600828.SH,88.14,88.14
600829.SH,81.28999999999998,81.28999999999998
600830.SH,41.83,41.83
600831.SH,40.12000000000001,40.12000000000001
600833.SH,54.69000000000001,54.69000000000001
600834.SH,62.54,62.54
600835.SH,65.89,65.89
600836.SH,34.730000000000004,34.730000000000004
600837.SH,53.29,53.29
600838.SH,33.50000000000001,33.50000000000001
600839.SH,30.57,30.57
600841.SH,52.46999999999999,52.46999999999999
600843.SH,30.74,30.74
600844.SH,38.46,38.46
600845.SH,56.4,56.4
600846.SH,33.71,33.71
600847.SH,44.39,44.39
600848.SH,74.53999999999998,74.53999999999998
600850.SH,55.03,55.03
600851.SH,39.11,39.11
600853.SH,46.96000000000001,46.96000000000001
600854.SH,45.5,45.5
600855.SH,49.63,49.63
600856.SH,42.45,42.45
600857.SH,47.59,47.59
600858.SH,62.44,62.44
600859.SH,67.08,67.08
600860.SH,73.96,73.96
600861.SH,41.27,41.27
600862.SH,65.58,65.58
600863.SH,70.33999999999997,70.33999999999997
600864.SH,69.0,69.0
600865.SH,53.47999999999999,53.47999999999999
600866.SH,25.58,25.58
600867.SH,50.12,50.12
600868.SH,16.240000000000002,16.240000000000002
600869.SH,65.62,65.62
600870.SH,44.62000000000001,44.62000000000001
600871.SH,176.65999999999997,176.65999999999997
600872.SH,55.52,55.52
600873.SH,49.55,49.55
600874.SH,76.50999999999998,76.50999999999998
600875.SH,81.36,81.36
600876.SH,78.2226,78.2226
600877.SH,37.61000000000001,37.61000000000001
600879.SH,34.1,34.1
600880.SH,42.95,42.95
600881.SH,47.1,47.1
600882.SH,41.94000000000001,41.94000000000001
600883.SH,46.19,46.19
600884.SH,55.7,55.7
600885.SH,50.46,50.46
600886.SH,74.02,74.02
600887.SH,35.82,35.82
600888.SH,49.2,49.2
600889.SH,56.34,56.34
600890.SH,42.21,42.21
600892.SH,65.08999999999999,65.08999999999999
600893.SH,61.82,61.82
600894.SH,63.79,63.79
600895.SH,59.48,59.48
600896.SH,53.06,53.06
600897.SH,76.7,76.7
600898.SH,46.96,46.96
600900.SH,91.69,91.69
600901.SH,75.17,75.17
600903.SH,80.44,80.44
600908.SH,34.74,34.74
600909.SH,59.65000000000001,59.65000000000001
600917.SH,90.52,90.52
600918.SH,73.35,73.35
600919.SH,41.89999999999999,41.89999999999999
600926.SH,67.13,67.13
600928.SH,74.38,74.38
600929.SH,75.86999999999998,75.86999999999998
600933.SH,79.69,79.69
600936.SH,60.28,60.28
600939.SH,88.02000000000002,88.02000000000002
600956.SH,96.68,96.68
600958.SH,61.82,61.82
600959.SH,65.97000000000001,65.97000000000001
600960.SH,54.2,54.2
600961.SH,49.0,49.0
600962.SH,50.53,50.53
600963.SH,55.07999999999999,55.07999999999999
600965.SH,70.95,70.95
600966.SH,54.96,54.96
600967.SH,54.9,54.9
600968.SH,82.85000000000002,82.85000000000002
600969.SH,49.48,49.48
600970.SH,51.20250000000001,51.20250000000001
600971.SH,66.57000000000001,66.57000000000001
600973.SH,54.68,54.68
600975.SH,42.11,42.11
600976.SH,46.6,46.6
600977.SH,74.83999999999997,74.83999999999997
600978.SH,39.05,39.05
600979.SH,46.6,46.6
600980.SH,42.04,42.04
600981.SH,80.19,80.19
600982.SH,58.77,58.77
600983.SH,80.11,80.11
600984.SH,50.38999999999999,50.38999999999999
600985.SH,87.81,87.81
600986.SH,12.72,12.72
600987.SH,56.93,56.93
600988.SH,28.52,28.52
600989.SH,87.46000000000002,87.46000000000002
600990.SH,56.9,56.9
600992.SH,51.16,51.16
600993.SH,42.45,42.45
600995.SH,37.6,37.6
600996.SH,73.78,73.78
600997.SH,71.05999999999997,71.05999999999997
600998.SH,66.92,66.92
600999.SH,77.67,77.67
601000.SH,66.93,66.93
601001.SH,63.26000000000001,63.26000000000001
601002.SH,51.34,51.34
601003.SH,86.44,86.44
601005.SH,53.24,53.24
601006.SH,81.03999999999998,81.03999999999998
601007.SH,63.88,63.88
601008.SH,54.64,54.64
601009.SH,58.84,58.84
601010.SH,55.04,55.04
601011.SH,40.74849999999999,40.74849999999999
601012.SH,46.45000000000001,46.45000000000001
601015.SH,64.08000000000001,64.08000000000001
601016.SH,53.83,53.83
601018.SH,89.72139999999997,89.72139999999997
601019.SH,76.81,76.81
601020.SH,56.62,56.62
601021.SH,72.05,72.05
601028.SH,61.99,61.99
601038.SH,88.04,88.04
601058.SH,43.02,43.02
601066.SH,92.73999999999998,92.73999999999998
601068.SH,91.06999999999998,91.06999999999998
601069.SH,70.99000000000002,70.99000000000002
601077.SH,59.0,59.0
601086.SH,76.57,76.57
601088.SH,91.04000000000002,91.04000000000002
601098.SH,81.14999999999998,81.14999999999998
601099.SH,23.42,23.42
601100.SH,84.44000000000003,84.44000000000003
601101.SH,71.23,71.23
601106.SH,67.87000000000003,67.87000000000003
601107.SH,88.2,88.2
601108.SH,29.03,29.03
601111.SH,88.18,88.18
601113.SH,64.85,64.85
601116.SH,78.72999999999998,78.72999999999998
601117.SH,70.49,70.49
601118.SH,71.66,71.66
601126.SH,66.4765,66.4765
601127.SH,84.37,84.37
601128.SH,27.73,27.73
601137.SH,61.31,61.31
601138.SH,86.444,86.444
601139.SH,87.8,87.8
601155.SH,74.55000000000003,74.55000000000003
601158.SH,92.4,92.4
601162.SH,66.84,66.84
601163.SH,71.04,71.04
601166.SH,47.66,47.66
601168.SH,39.98,39.98
601169.SH,47.32,47.32
601177.SH,58.55,58.55
601179.SH,72.64999999999998,72.64999999999998
601186.SH,77.70999999999998,77.70999999999998
601187.SH,73.85,73.85
601188.SH,70.86,70.86
601198.SH,68.85,68.85
601199.SH,58.37,58.37
601200.SH,57.91,57.91
601208.SH,41.040000000000006,41.040000000000006
601211.SH,94.03000000000002,94.03000000000002
601212.SH,77.57000000000002,77.57000000000002
601216.SH,72.65,72.65
601218.SH,40.0,40.0
601222.SH,61.77,61.77
601225.SH,80.61000000000001,80.61000000000001
601226.SH,70.52,70.52
601228.SH,88.24000000000002,88.24000000000002
601229.SH,54.95,54.95
601231.SH,85.98,85.98
601233.SH,58.03999999999999,58.03999999999999
601236.SH,89.56,89.56
601238.SH,96.21,96.21
601258.SH,46.92,46.92
601288.SH,94.31,94.31
601298.SH,93.15,93.15
601311.SH,50.88,50.88
601318.SH,59.28000000000001,59.28000000000001
601319.SH,95.5521,95.5521
601326.SH,88.0,88.0
601328.SH,76.46,76.46
601330.SH,81.7983,81.7983
601333.SH,64.22999999999999,64.22999999999999
601336.SH,83.02,83.02
601339.SH,75.83000000000001,75.83000000000001
601360.SH,75.17999999999998,75.17999999999998
601366.SH,34.09,34.09
601368.SH,74.1,74.1
601369.SH,73.61,73.61
601375.SH,53.96,53.96
601377.SH,44.27,44.27
601388.SH,51.35,51.35
601390.SH,74.21999999999998,74.21999999999998
601398.SH,96.01000000000002,96.01000000000002
601399.SH,84.39,84.39
601456.SH,79.2,79.2
601500.SH,78.19000000000003,78.19000000000003
601512.SH,116.18,116.18
601515.SH,76.52,76.52
601518.SH,69.96000000000001,69.96000000000001
601519.SH,59.24,59.24
601555.SH,44.71,44.71
601566.SH,78.92999999999998,78.92999999999998
601567.SH,66.25999999999999,66.25999999999999
601568.SH,88.55000000000003,88.55000000000003
601577.SH,69.08999999999999,69.08999999999999
601579.SH,76.98,76.98
601588.SH,66.721,66.721
601595.SH,76.70999999999998,76.70999999999998
601598.SH,86.65,86.65
601599.SH,31.76,31.76
601600.SH,93.18,93.18
601601.SH,79.86000000000001,79.86000000000001
601606.SH,71.75999999999998,71.75999999999998
601607.SH,44.881,44.881
601608.SH,72.97,72.97
601609.SH,65.78999999999999,65.78999999999999
601611.SH,77.54,77.54
601615.SH,41.99,41.99
601616.SH,30.950000000000006,30.950000000000006
601618.SH,90.86,90.86
601619.SH,64.76,64.76
601628.SH,97.68,97.68
601633.SH,93.43,93.43
601636.SH,53.11,53.11
601658.SH,88.0241,88.0241
601666.SH,67.71,67.71
601668.SH,68.36000000000001,68.36000000000001
601669.SH,72.06000000000002,72.06000000000002
601677.SH,44.28,44.28
601678.SH,37.45,37.45
601688.SH,55.74,55.74
601689.SH,74.25999999999998,74.25999999999998
601696.SH,86.29,86.29
601698.SH,90.9,90.9
601699.SH,70.55000000000003,70.55000000000003
601700.SH,56.290000000000006,56.290000000000006
601702.SH,75.39999999999998,75.39999999999998
601717.SH,55.49,55.49
601718.SH,65.05000000000001,65.05000000000001
601727.SH,83.29,83.29
601766.SH,79.58,79.58
601777.SH,51.62000000000001,51.62000000000001
601778.SH,102.46,102.46
601788.SH,69.48,69.48
601789.SH,42.69,42.69
601798.SH,68.93,68.93
601799.SH,67.37,67.37
601800.SH,89.48389999999998,89.48389999999998
601801.SH,82.1,82.1
601808.SH,92.49,92.49
601811.SH,92.46,92.46
601816.SH,86.25,86.25
601818.SH,76.9671,76.9671
601827.SH,78.44999999999997,78.44999999999997
601828.SH,91.16,91.16
601838.SH,66.21,66.21
601857.SH,96.45000000000002,96.45000000000002
601858.SH,85.15999999999998,85.15999999999998
601860.SH,29.700000000000006,29.700000000000006
601865.SH,88.87,88.87
601866.SH,76.08999999999997,76.08999999999997
601869.SH,90.37,90.37
601872.SH,74.08,74.08
601877.SH,57.4,57.4
601878.SH,67.67,67.67
601880.SH,110.38,110.38
601881.SH,90.82999999999998,90.82999999999998
601882.SH,87.33000000000001,87.33000000000001
601886.SH,73.61,73.61
601888.SH,71.02,71.02
601890.SH,40.22,40.22
601898.SH,92.07,92.07
601899.SH,57.46,57.46
601900.SH,70.34,70.34
601901.SH,80.59,80.59
601908.SH,66.96,66.96
601916.SH,63.78,63.78
601918.SH,48.57999999999999,48.57999999999999
601919.SH,76.85,76.85
601928.SH,79.69,79.69
601929.SH,50.24,50.24
601933.SH,69.77,69.77
601939.SH,97.35,97.35
601949.SH,80.53,80.53
601952.SH,73.52000000000002,73.52000000000002
601958.SH,80.55000000000003,80.55000000000003
601965.SH,73.37,73.37
601966.SH,69.23,69.23
601968.SH,68.10000000000001,68.10000000000001
601969.SH,88.46,88.46
601975.SH,54.02,54.02
601985.SH,77.89,77.89
601988.SH,96.56,96.56
601989.SH,64.14,64.14
601990.SH,37.53,37.53
601991.SH,92.04,92.04
601992.SH,77.92,77.92
601995.SH,99.98,99.98
601996.SH,59.040000000000006,59.040000000000006
601997.SH,40.74,40.74
601998.SH,96.96,96.96
601999.SH,71.64,71.64
603000.SH,64.51,64.51
603001.SH,72.67999999999998,72.67999999999998
603002.SH,47.2,47.2
603003.SH,58.84,58.84
603005.SH,39.38,39.38
603006.SH,69.94000000000001,69.94000000000001
603007.SH,53.3981,53.3981
603008.SH,49.62000000000001,49.62000000000001
603009.SH,54.83,54.83
