ts_code,hold_ratio,top10_d_r
000166.SZ,76.71,76.71
000301.SZ,70.87,70.87
000333.SZ,60.32,60.32
000338.SZ,60.74,60.74
000400.SZ,54.019999999999996,54.019999999999996
000401.SZ,47.14,47.14
000402.SZ,74.07000000000001,74.07000000000001
000403.SZ,58.9,58.9
000404.SZ,41.77,41.77
000407.SZ,34.26,34.26
000408.SZ,82.11999999999999,82.11999999999999
000409.SZ,40.57,40.57
000410.SZ,56.84,56.84
000411.SZ,68.83,68.83
000413.SZ,29.28,29.28
000415.SZ,41.92,41.92
000416.SZ,27.599999999999998,27.599999999999998
000417.SZ,59.18,59.18
000419.SZ,53.4,53.4
000420.SZ,50.5,50.5
000421.SZ,59.25,59.25
000422.SZ,36.459999999999994,36.459999999999994
000423.SZ,54.91,54.91
000425.SZ,59.73,59.73
000426.SZ,63.83,63.83
000428.SZ,55.3,55.3
000429.SZ,56.54,56.54
000430.SZ,56.43,56.43
000488.SZ,40.036699999999996,40.036699999999996
000498.SZ,69.91999999999999,69.91999999999999
000501.SZ,54.82000000000001,54.82000000000001
000502.SZ,42.519999999999996,42.519999999999996
000503.SZ,30.05,30.05
000504.SZ,52.67,52.67
000505.SZ,57.23,57.23
000506.SZ,47.53,47.53
000507.SZ,43.06,43.06
000509.SZ,34.769999999999996,34.769999999999996
000510.SZ,19.11,19.11
000513.SZ,69.49000000000001,69.49000000000001
000514.SZ,65.89999999999999,65.89999999999999
000516.SZ,35.29,35.29
000517.SZ,84.59,84.59
000518.SZ,27.14,27.14
000519.SZ,54.2,54.2
000520.SZ,35.8942,35.8942
000521.SZ,36.99,36.99
000523.SZ,49.900000000000006,49.900000000000006
000524.SZ,73.02,73.02
000525.SZ,53.77,53.77
000526.SZ,57.09,57.09
000528.SZ,34.67,34.67
000529.SZ,58.96,58.96
000530.SZ,34.29,34.29
000531.SZ,66.25999999999999,66.25999999999999
000532.SZ,49.18,49.18
000533.SZ,46.599999999999994,46.599999999999994
000534.SZ,63.510000000000005,63.510000000000005
000536.SZ,42.09,42.09
000537.SZ,82.67999999999998,82.67999999999998
000538.SZ,79.24000000000001,79.24000000000001
000539.SZ,76.88000000000001,76.88000000000001
000540.SZ,55.08,55.08
000541.SZ,37.86,37.86
000543.SZ,63.36,63.36
000544.SZ,79.90000000000002,79.90000000000002
000545.SZ,42.9,42.9
000546.SZ,32.45,32.45
000547.SZ,34.84,34.84
000548.SZ,36.30000000000001,36.30000000000001
000550.SZ,81.06,81.06
000551.SZ,50.28900000000001,50.28900000000001
000552.SZ,68.47,68.47
000553.SZ,83.0788,83.0788
000554.SZ,29.590000000000007,29.590000000000007
000555.SZ,58.62,58.62
000557.SZ,61.12,61.12
000558.SZ,51.95,51.95
000559.SZ,67.41000000000001,67.41000000000001
000560.SZ,53.919999999999995,53.919999999999995
000561.SZ,57.169999999999995,57.169999999999995
000563.SZ,60.86,60.86
000564.SZ,55.29,55.29
000565.SZ,44.5,44.5
000566.SZ,54.540000000000006,54.540000000000006
000567.SZ,76.89999999999999,76.89999999999999
000568.SZ,62.849999999999994,62.849999999999994
000570.SZ,34.73,34.73
000571.SZ,30.75,30.75
000572.SZ,52.129999999999995,52.129999999999995
000573.SZ,29.65,29.65
000576.SZ,51.239999999999995,51.239999999999995
000581.SZ,46.78,46.78
000582.SZ,86.76,86.76
000584.SZ,24.1,24.1
000585.SZ,43.02,43.02
000586.SZ,50.13,50.13
000587.SZ,64.84,64.84
000589.SZ,28.939999999999998,28.939999999999998
000590.SZ,51.760000000000005,51.760000000000005
000591.SZ,51.18,51.18
000592.SZ,28.11,28.11
000593.SZ,51.14,51.14
000595.SZ,55.000000000000014,55.000000000000014
000596.SZ,68.84,68.84
000597.SZ,54.15,54.15
000598.SZ,58.519999999999996,58.519999999999996
000599.SZ,37.8,37.8
000600.SZ,72.64,72.64
000601.SZ,47.55,47.55
000603.SZ,36.55,36.55
000605.SZ,62.059999999999995,62.059999999999995
000606.SZ,33.96,33.96
000607.SZ,65.26,65.26
000608.SZ,41.370000000000005,41.370000000000005
000609.SZ,37.519999999999996,37.519999999999996
000610.SZ,32.2973,32.2973
000611.SZ,24.04,24.04
000612.SZ,55.400000000000006,55.400000000000006
000613.SZ,35.0,35.0
000615.SZ,37.0361,37.0361
000616.SZ,25.919999999999998,25.919999999999998
000617.SZ,77.35,77.35
000619.SZ,42.45,42.45
000620.SZ,77.73,77.73
000622.SZ,45.50999999999999,45.50999999999999
000623.SZ,41.27,41.27
000625.SZ,56.160000000000004,56.160000000000004
000626.SZ,67.12,67.12
000627.SZ,74.85,74.85
000628.SZ,51.90999999999999,51.90999999999999
000629.SZ,63.970000000000006,63.970000000000006
000630.SZ,50.02,50.02
000631.SZ,80.66,80.66
000632.SZ,52.77,52.77
000633.SZ,41.17,41.17
000635.SZ,57.13999999999999,57.13999999999999
000636.SZ,28.770000000000003,28.770000000000003
000637.SZ,48.43,48.43
000638.SZ,44.23,44.23
000639.SZ,67.41,67.41
000650.SZ,34.74,34.74
000651.SZ,38.66,38.66
000652.SZ,38.5,38.5
000655.SZ,62.48,62.48
000656.SZ,58.32,58.32
000657.SZ,50.87,50.87
000659.SZ,36.14,36.14
000661.SZ,43.239999999999995,43.239999999999995
000662.SZ,58.86,58.86
000663.SZ,54.290000000000006,54.290000000000006
000665.SZ,59.669999999999995,59.669999999999995
000666.SZ,63.84,63.84
000667.SZ,24.990000000000002,24.990000000000002
000668.SZ,49.6,49.6
000669.SZ,51.040000000000006,51.040000000000006
000671.SZ,60.08,60.08
000672.SZ,62.440000000000005,62.440000000000005
000673.SZ,44.839999999999996,44.839999999999996
000676.SZ,56.45,56.45
000677.SZ,37.68,37.68
000678.SZ,55.32,55.32
000679.SZ,33.58,33.58
000680.SZ,34.65,34.65
000681.SZ,38.150000000000006,38.150000000000006
000682.SZ,43.370000000000005,43.370000000000005
000683.SZ,42.06,42.06
000685.SZ,68.06,68.06
000686.SZ,51.16,51.16
000687.SZ,49.61,49.61
000688.SZ,77.91,77.91
000690.SZ,21.47,21.47
000691.SZ,37.69,37.69
000692.SZ,40.32000000000001,40.32000000000001
000695.SZ,33.3,33.3
000697.SZ,44.25,44.25
000698.SZ,48.82,48.82
000700.SZ,40.370000000000005,40.370000000000005
000701.SZ,29.18,29.18
000702.SZ,40.83,40.83
000703.SZ,63.74,63.74
000705.SZ,34.650000000000006,34.650000000000006
000707.SZ,33.970000000000006,33.970000000000006
000708.SZ,95.22,95.22
000709.SZ,66.25999999999999,66.25999999999999
000710.SZ,49.97,49.97
000711.SZ,61.91,61.91
000712.SZ,54.019999999999996,54.019999999999996
000713.SZ,37.81999999999999,37.81999999999999
000715.SZ,77.34,77.34
000716.SZ,30.638,30.638
000717.SZ,57.0,57.0
000718.SZ,61.949999999999996,61.949999999999996
000719.SZ,84.03,84.03
000720.SZ,51.269999999999996,51.269999999999996
000721.SZ,35.97,35.97
000722.SZ,58.87,58.87
000723.SZ,60.8,60.8
000725.SZ,33.45,33.45
000726.SZ,43.279999999999994,43.279999999999994
000727.SZ,52.33,52.33
000728.SZ,61.63,61.63
000729.SZ,73.21,73.21
000731.SZ,30.569999999999997,30.569999999999997
000732.SZ,69.68,69.68
000733.SZ,48.14,48.14
000735.SZ,23.709999999999997,23.709999999999997
000736.SZ,79.15,79.15
000737.SZ,35.38,35.38
000738.SZ,112.28,112.28
000739.SZ,60.28,60.28
000750.SZ,47.3,47.3
000751.SZ,26.04,26.04
000752.SZ,44.18,44.18
000753.SZ,43.71,43.71
000755.SZ,38.63999999999999,38.63999999999999
000756.SZ,71.19999999999999,71.19999999999999
000757.SZ,60.71,60.71
000758.SZ,46.7,46.7
000759.SZ,78.48,78.48
000761.SZ,62.18,62.18
000762.SZ,31.769999999999996,31.769999999999996
000766.SZ,56.94,56.94
000767.SZ,69.52,69.52
000768.SZ,64.9,64.9
000776.SZ,74.58,74.58
000777.SZ,33.04,33.04
000778.SZ,47.199999999999996,47.199999999999996
000779.SZ,73.4,73.4
000780.SZ,65.37,65.37
000782.SZ,38.849999999999994,38.849999999999994
000783.SZ,30.4904,30.4904
000785.SZ,92.58,92.58
000786.SZ,55.3,55.3
000788.SZ,46.64,46.64
000789.SZ,53.629999999999995,53.629999999999995
000790.SZ,30.11,30.11
000791.SZ,64.94,64.94
000793.SZ,18.4,18.4
000795.SZ,54.28,54.28
000796.SZ,51.959999999999994,51.959999999999994
000797.SZ,62.339999999999996,62.339999999999996
000798.SZ,66.72999999999999,66.72999999999999
000799.SZ,41.16,41.16
000800.SZ,87.13,87.13
000801.SZ,56.20999999999999,56.20999999999999
000802.SZ,39.46,39.46
000803.SZ,40.12,40.12
000806.SZ,40.39,40.39
000807.SZ,54.08,54.08
000809.SZ,43.73,43.73
000810.SZ,69.9,69.9
000811.SZ,43.699999999999996,43.699999999999996
000812.SZ,37.44,37.44
000813.SZ,51.98,51.98
000815.SZ,57.18,57.18
000816.SZ,30.119999999999997,30.119999999999997
000818.SZ,40.01,40.01
000819.SZ,64.5,64.5
000820.SZ,61.35999999999999,61.35999999999999
000821.SZ,52.25000000000001,52.25000000000001
000822.SZ,44.01000000000001,44.01000000000001
000823.SZ,38.42999999999999,38.42999999999999
000825.SZ,63.31,63.31
000826.SZ,33.519999999999996,33.519999999999996
000828.SZ,73.22,73.22
000829.SZ,52.86,52.86
000830.SZ,40.01,40.01
000831.SZ,47.19,47.19
000833.SZ,59.11000000000001,59.11000000000001
000835.SZ,36.019999999999996,36.019999999999996
000836.SZ,26.549999999999997,26.549999999999997
000837.SZ,40.39,40.39
000838.SZ,63.57,63.57
000839.SZ,40.52,40.52
000848.SZ,61.5,61.5
000850.SZ,50.15999999999999,50.15999999999999
000851.SZ,20.49,20.49
000852.SZ,64.03,64.03
000856.SZ,33.7,33.7
000858.SZ,63.04,63.04
000859.SZ,31.43,31.43
000860.SZ,56.07000000000001,56.07000000000001
000861.SZ,43.25,43.25
000862.SZ,44.43,44.43
000863.SZ,62.900000000000006,62.900000000000006
000868.SZ,40.66,40.66
000869.SZ,63.269999999999996,63.269999999999996
000875.SZ,33.75,33.75
000876.SZ,68.15,68.15
000877.SZ,55.97,55.97
000878.SZ,57.4,57.4
000880.SZ,64.92,64.92
000881.SZ,50.7,50.7
000882.SZ,47.230000000000004,47.230000000000004
000883.SZ,84.61,84.61
000885.SZ,71.22,71.22
000886.SZ,30.91,30.91
000887.SZ,51.01,51.01
000888.SZ,49.75,49.75
000889.SZ,53.809,53.809
000890.SZ,43.0,43.0
000892.SZ,47.209999999999994,47.209999999999994
000893.SZ,68.33,68.33
000895.SZ,81.67000000000002,81.67000000000002
000897.SZ,34.52,34.52
000898.SZ,84.86,84.86
000899.SZ,75.41,75.41
000900.SZ,47.269999999999996,47.269999999999996
000901.SZ,40.78999999999999,40.78999999999999
000902.SZ,64.88,64.88
000903.SZ,43.16,43.16
000905.SZ,63.24,63.24
000906.SZ,62.12000000000001,62.12000000000001
000908.SZ,44.03,44.03
000909.SZ,48.769999999999996,48.769999999999996
000910.SZ,64.51,64.51
000911.SZ,52.6,52.6
000912.SZ,65.78999999999999,65.78999999999999
000913.SZ,55.900000000000006,55.900000000000006
000915.SZ,38.06,38.06
000917.SZ,24.42,24.42
000918.SZ,70.55,70.55
000919.SZ,61.66999999999999,61.66999999999999
000920.SZ,52.24,52.24
000921.SZ,84.59,84.59
000922.SZ,48.06,48.06
000923.SZ,62.260000000000005,62.260000000000005
000925.SZ,16.604200000000002,16.604200000000002
000926.SZ,34.04,34.04
000927.SZ,68.53,68.53
000928.SZ,59.91,59.91
000929.SZ,42.220000000000006,42.220000000000006
000930.SZ,60.05,60.05
000931.SZ,44.330000000000005,44.330000000000005
000932.SZ,73.53999999999999,73.53999999999999
000933.SZ,48.9,48.9
000935.SZ,70.80000000000001,70.80000000000001
000936.SZ,45.77,45.77
000937.SZ,74.55,74.55
000938.SZ,70.77000000000001,70.77000000000001
000948.SZ,50.279999999999994,50.279999999999994
000949.SZ,57.28,57.28
000950.SZ,80.61,80.61
000951.SZ,76.73,76.73
000952.SZ,40.54,40.54
000953.SZ,57.53,57.53
000955.SZ,23.630000000000003,23.630000000000003
000957.SZ,45.92,45.92
000958.SZ,88.16,88.16
000959.SZ,88.63,88.63
000960.SZ,53.83000000000001,53.83000000000001
000961.SZ,64.18,64.18
000962.SZ,55.04,55.04
000963.SZ,65.37,65.37
000965.SZ,55.75,55.75
000966.SZ,54.36,54.36
000967.SZ,76.17,76.17
000968.SZ,77.21,77.21
000969.SZ,48.41,48.41
000970.SZ,39.06,39.06
000971.SZ,45.88,45.88
000972.SZ,49.949999999999996,49.949999999999996
000973.SZ,29.93,29.93
000975.SZ,59.71,59.71
000976.SZ,29.98,29.98
000977.SZ,44.019999999999996,44.019999999999996
000978.SZ,40.41,40.41
000980.SZ,64.02,64.02
000981.SZ,79.88,79.88
000982.SZ,59.89,59.89
000983.SZ,62.94,62.94
000985.SZ,67.97,67.97
000987.SZ,73.58,73.58
000988.SZ,36.61,36.61
000989.SZ,58.730000000000004,58.730000000000004
000990.SZ,58.209999999999994,58.209999999999994
000993.SZ,63.82,63.82
000996.SZ,23.97,23.97
000997.SZ,40.87,40.87
000998.SZ,41.72,41.72
000999.SZ,82.17000000000002,82.17000000000002
001696.SZ,45.61,45.61
001872.SZ,150.02,150.02
001896.SZ,67.31,67.31
001914.SZ,58.86,58.86
001965.SZ,94.92000000000002,94.92000000000002
001979.SZ,82.67999999999998,82.67999999999998
002001.SZ,58.37,58.37
002002.SZ,32.6895,32.6895
002003.SZ,52.48,52.48
002004.SZ,43.3,43.3
002005.SZ,61.55,61.55
002006.SZ,42.21,42.21
002007.SZ,60.39,60.39
002008.SZ,46.39,46.39
002009.SZ,38.18000000000001,38.18000000000001
002010.SZ,75.66,75.66
002011.SZ,47.449999999999996,47.449999999999996
002012.SZ,24.15,24.15
002013.SZ,65.11,65.11
002014.SZ,70.92999999999999,70.92999999999999
002015.SZ,80.48,80.48
002016.SZ,78.24,78.24
002017.SZ,47.870000000000005,47.870000000000005
002019.SZ,50.7,50.7
002020.SZ,44.580000000000005,44.580000000000005
002021.SZ,48.120000000000005,48.120000000000005
002022.SZ,23.8339,23.8339
002023.SZ,32.489999999999995,32.489999999999995
002024.SZ,72.1,72.1
002025.SZ,56.0,56.0
002026.SZ,49.06999999999999,49.06999999999999
002027.SZ,45.08,45.08
002028.SZ,44.230000000000004,44.230000000000004
002029.SZ,52.84,52.84
002030.SZ,41.129999999999995,41.129999999999995
002031.SZ,31.860000000000003,31.860000000000003
002032.SZ,93.13999999999999,93.13999999999999
002033.SZ,52.44,52.44
002034.SZ,69.78999999999999,69.78999999999999
002035.SZ,41.8,41.8
002036.SZ,31.869999999999997,31.869999999999997
002037.SZ,58.85,58.85
002038.SZ,49.97,49.97
002039.SZ,48.37,48.37
002040.SZ,70.03999999999999,70.03999999999999
002041.SZ,67.28,67.28
002042.SZ,67.8,67.8
002043.SZ,52.86000000000001,52.86000000000001
002044.SZ,31.171,31.171
002045.SZ,30.97,30.97
002046.SZ,59.559999999999995,59.559999999999995
002047.SZ,38.71,38.71
002048.SZ,41.11,41.11
002049.SZ,35.11,35.11
002050.SZ,70.14,70.14
002051.SZ,67.33999999999999,67.33999999999999
002052.SZ,34.05,34.05
002053.SZ,82.52,82.52
002054.SZ,54.11000000000001,54.11000000000001
002055.SZ,22.5,22.5
002056.SZ,62.14,62.14
002057.SZ,37.33,37.33
002058.SZ,55.5,55.5
002059.SZ,74.98,74.98
002060.SZ,39.589999999999996,39.589999999999996
002061.SZ,73.46000000000001,73.46000000000001
002062.SZ,59.730000000000004,59.730000000000004
002063.SZ,36.410000000000004,36.410000000000004
002064.SZ,77.72,77.72
002065.SZ,48.85,48.85
002066.SZ,48.82000000000001,48.82000000000001
002067.SZ,20.569999999999997,20.569999999999997
002068.SZ,59.66,59.66
002069.SZ,59.5,59.5
002071.SZ,40.41,40.41
002072.SZ,30.540000000000003,30.540000000000003
002073.SZ,32.4,32.4
002074.SZ,40.709999999999994,40.709999999999994
002075.SZ,48.41,48.41
002076.SZ,26.83,26.83
002077.SZ,60.74,60.74
002078.SZ,60.010000000000005,60.010000000000005
002079.SZ,42.32000000000001,42.32000000000001
002080.SZ,71.81,71.81
002081.SZ,84.66000000000001,84.66000000000001
002082.SZ,61.68000000000001,61.68000000000001
002083.SZ,18.72,18.72
002084.SZ,33.72,33.72
002085.SZ,40.19,40.19
002086.SZ,48.07,48.07
002087.SZ,33.2,33.2
002088.SZ,54.550000000000004,54.550000000000004
002089.SZ,41.37,41.37
002090.SZ,46.03,46.03
002091.SZ,57.47,57.47
002092.SZ,43.11,43.11
002093.SZ,59.05,59.05
002094.SZ,45.72,45.72
002095.SZ,51.870000000000005,51.870000000000005
002096.SZ,70.54,70.54
002097.SZ,38.379999999999995,38.379999999999995
002098.SZ,57.43,57.43
002099.SZ,49.64999999999999,49.64999999999999
002100.SZ,52.760000000000005,52.760000000000005
002101.SZ,54.43999999999999,54.43999999999999
002102.SZ,25.58,25.58
002103.SZ,53.86,53.86
002104.SZ,27.48,27.48
002105.SZ,54.75,54.75
002106.SZ,36.690000000000005,36.690000000000005
002107.SZ,56.71000000000001,56.71000000000001
002108.SZ,39.45,39.45
002109.SZ,71.86,71.86
002110.SZ,64.78,64.78
002111.SZ,40.0,40.0
002112.SZ,25.83,25.83
002113.SZ,52.81,52.81
002114.SZ,43.209999999999994,43.209999999999994
002115.SZ,38.28,38.28
002116.SZ,67.97,67.97
002117.SZ,29.599999999999998,29.599999999999998
002118.SZ,50.82,50.82
002119.SZ,42.72,42.72
002120.SZ,72.72,72.72
002121.SZ,56.64,56.64
002122.SZ,54.53,54.53
002123.SZ,20.26,20.26
002124.SZ,27.5,27.5
002125.SZ,51.989999999999995,51.989999999999995
002126.SZ,35.18,35.18
002127.SZ,45.14,45.14
002128.SZ,72.96,72.96
002129.SZ,33.230000000000004,33.230000000000004
002130.SZ,38.26,38.26
002131.SZ,26.299999999999997,26.299999999999997
002132.SZ,21.16,21.16
002133.SZ,37.78,37.78
002134.SZ,43.32,43.32
002135.SZ,55.72,55.72
002136.SZ,45.71,45.71
002137.SZ,50.449999999999996,50.449999999999996
002138.SZ,37.4,37.4
002139.SZ,30.98,30.98
002140.SZ,65.17,65.17
002141.SZ,60.8,60.8
002142.SZ,47.3,47.3
002144.SZ,38.07000000000001,38.07000000000001
002145.SZ,43.48,43.48
002146.SZ,68.50999999999999,68.50999999999999
002147.SZ,80.05,80.05
002148.SZ,30.6,30.6
002149.SZ,46.34,46.34
002150.SZ,62.260000000000005,62.260000000000005
002151.SZ,37.9139,37.9139
002152.SZ,61.2,61.2
002153.SZ,83.07,83.07
002154.SZ,32.67,32.67
002155.SZ,49.309999999999995,49.309999999999995
002156.SZ,46.39,46.39
002157.SZ,52.28,52.28
002158.SZ,64.44,64.44
002159.SZ,46.35999999999999,46.35999999999999
002160.SZ,22.31,22.31
002161.SZ,31.880000000000003,31.880000000000003
002162.SZ,59.239999999999995,59.239999999999995
002163.SZ,36.56,36.56
002164.SZ,53.9,53.9
002165.SZ,27.0,27.0
002166.SZ,46.97,46.97
002167.SZ,36.42,36.42
002168.SZ,33.33,33.33
002169.SZ,33.09,33.09
002170.SZ,43.05,43.05
002171.SZ,52.629999999999995,52.629999999999995
002172.SZ,43.879999999999995,43.879999999999995
002173.SZ,61.14,61.14
002174.SZ,24.3,24.3
002175.SZ,30.35,30.35
002176.SZ,33.17,33.17
002177.SZ,19.07,19.07
002178.SZ,42.17,42.17
002179.SZ,65.23,65.23
002180.SZ,62.47999999999999,62.47999999999999
002181.SZ,70.87,70.87
002182.SZ,32.03,32.03
002183.SZ,42.85,42.85
002184.SZ,54.14,54.14
002185.SZ,33.47,33.47
002186.SZ,43.67,43.67
002187.SZ,65.94,65.94
002188.SZ,47.67,47.67
002189.SZ,57.19,57.19
002190.SZ,57.95,57.95
002191.SZ,51.83,51.83
002192.SZ,32.92,32.92
002193.SZ,61.94,61.94
002194.SZ,58.589999999999996,58.589999999999996
002195.SZ,13.873999999999999,13.873999999999999
002196.SZ,25.049999999999997,25.049999999999997
002197.SZ,36.03,36.03
002198.SZ,34.44,34.44
002199.SZ,48.92999999999999,48.92999999999999
002200.SZ,53.85,53.85
002201.SZ,52.25,52.25
002202.SZ,82.38,82.38
002203.SZ,70.97999999999999,70.97999999999999
002204.SZ,68.75,68.75
002205.SZ,41.96,41.96
002206.SZ,51.96,51.96
002207.SZ,30.0,30.0
002208.SZ,59.35,59.35
002209.SZ,52.949999999999996,52.949999999999996
002210.SZ,61.55,61.55
002211.SZ,45.099999999999994,45.099999999999994
002212.SZ,20.989600000000003,20.989600000000003
002213.SZ,40.970000000000006,40.970000000000006
002214.SZ,36.11,36.11
002215.SZ,46.79,46.79
002216.SZ,64.8,64.8
002217.SZ,47.47,47.47
002218.SZ,47.550000000000004,47.550000000000004
002219.SZ,62.44000000000001,62.44000000000001
002221.SZ,52.9,52.9
002222.SZ,30.290000000000003,30.290000000000003
002223.SZ,49.66,49.66
002224.SZ,39.41,39.41
002225.SZ,49.72,49.72
002226.SZ,44.83,44.83
002227.SZ,67.0,67.0
002228.SZ,53.349999999999994,53.349999999999994
002229.SZ,38.730000000000004,38.730000000000004
002230.SZ,32.77,32.77
002231.SZ,42.2,42.2
002232.SZ,55.72,55.72
002233.SZ,40.27,40.27
002234.SZ,47.27000000000001,47.27000000000001
002235.SZ,33.86,33.86
002236.SZ,57.63,57.63
002237.SZ,38.16,38.16
002238.SZ,75.68,75.68
002239.SZ,46.403400000000005,46.403400000000005
002240.SZ,45.379999999999995,45.379999999999995
002241.SZ,41.510000000000005,41.510000000000005
002242.SZ,82.46,82.46
002243.SZ,81.83999999999999,81.83999999999999
002244.SZ,74.13,74.13
002245.SZ,37.87,37.87
002246.SZ,61.33,61.33
002247.SZ,46.86,46.86
002248.SZ,32.1,32.1
002249.SZ,50.57,50.57
002250.SZ,43.949999999999996,43.949999999999996
002251.SZ,68.9,68.9
002252.SZ,63.1,63.1
002253.SZ,35.31,35.31
002254.SZ,37.08,37.08
002255.SZ,43.61,43.61
002256.SZ,41.620000000000005,41.620000000000005
002258.SZ,63.3,63.3
002259.SZ,38.98,38.98
002261.SZ,26.16,26.16
002262.SZ,59.65,59.65
002263.SZ,31.979999999999997,31.979999999999997
002264.SZ,63.510000000000005,63.510000000000005
002265.SZ,63.49,63.49
002266.SZ,73.16000000000001,73.16000000000001
002267.SZ,72.55,72.55
002268.SZ,50.17999999999999,50.17999999999999
002269.SZ,74.61,74.61
002270.SZ,54.970000000000006,54.970000000000006
002271.SZ,50.25000000000001,50.25000000000001
002272.SZ,37.1,37.1
002273.SZ,30.13,30.13
002274.SZ,46.660000000000004,46.660000000000004
002275.SZ,78.53,78.53
002276.SZ,38.07,38.07
002277.SZ,43.84,43.84
002278.SZ,48.50000000000001,48.50000000000001
002279.SZ,37.48,37.48
002280.SZ,29.41,29.41
002281.SZ,56.5,56.5
002282.SZ,40.7,40.7
002283.SZ,40.42,40.42
002284.SZ,50.9,50.9
002285.SZ,61.440000000000005,61.440000000000005
002286.SZ,36.95,36.95
002287.SZ,88.94999999999999,88.94999999999999
002288.SZ,31.0,31.0
002289.SZ,49.080000000000005,49.080000000000005
002290.SZ,68.17,68.17
002291.SZ,34.84,34.84
002292.SZ,49.46,49.46
002293.SZ,64.26,64.26
002294.SZ,65.72999999999999,65.72999999999999
002295.SZ,55.19,55.19
002296.SZ,26.14,26.14
002297.SZ,35.834,35.834
002298.SZ,38.35999999999999,38.35999999999999
002299.SZ,51.51,51.51
002300.SZ,58.97,58.97
002301.SZ,33.77,33.77
002302.SZ,66.28999999999999,66.28999999999999
002303.SZ,60.16,60.16
002304.SZ,79.61999999999999,79.61999999999999
002305.SZ,45.83,45.83
002306.SZ,29.44,29.44
002307.SZ,54.97,54.97
002308.SZ,58.48,58.48
002309.SZ,38.269999999999996,38.269999999999996
002310.SZ,48.02,48.02
002311.SZ,67.59,67.59
002312.SZ,31.66,31.66
002313.SZ,48.059999999999995,48.059999999999995
002314.SZ,76.62,76.62
002315.SZ,50.97,50.97
002316.SZ,46.17,46.17
002317.SZ,39.02,39.02
002318.SZ,49.050000000000004,49.050000000000004
002319.SZ,40.26,40.26
002320.SZ,74.79,74.79
002321.SZ,24.13,24.13
002322.SZ,32.51,32.51
002323.SZ,72.62,72.62
002324.SZ,49.48,49.48
002325.SZ,45.42,45.42
002326.SZ,40.900000000000006,40.900000000000006
002327.SZ,67.25,67.25
002328.SZ,41.66,41.66
002329.SZ,48.32,48.32
002330.SZ,68.91,68.91
002331.SZ,33.93000000000001,33.93000000000001
002332.SZ,37.470000000000006,37.470000000000006
002333.SZ,72.44999999999999,72.44999999999999
002334.SZ,30.350000000000005,30.350000000000005
002335.SZ,51.82,51.82
002336.SZ,78.69,78.69
002337.SZ,39.239999999999995,39.239999999999995
002338.SZ,54.25,54.25
002339.SZ,40.97,40.97
002340.SZ,26.38,26.38
002341.SZ,27.740000000000002,27.740000000000002
002342.SZ,38.56,38.56
002343.SZ,46.58,46.58
002344.SZ,60.28999999999999,60.28999999999999
002345.SZ,36.510000000000005,36.510000000000005
002346.SZ,82.47,82.47
002347.SZ,43.61,43.61
002348.SZ,53.2,53.2
002349.SZ,56.33,56.33
002350.SZ,47.12,47.12
